customerID,phoneDescription,internetDescription
5119-NZPTV,Phone service,Fiber optic
6519-ZHPXP,Phone service,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7739-LAXOG,Phone service with multiple lines,"Fiber optic with device protection, streaming movies"
3472-QPRCH,Phone service with multiple lines,None
8224-UAXBZ,None,"DSL with online security, online backup, streaming tv"
9610-WCESF,None,"DSL with online security, tech support, streaming tv"
9776-CLUJA,Phone service with multiple lines,Fiber optic with online security
2486-WYVVE,Phone service with multiple lines,"DSL with device protection, tech support, streaming tv, streaming movies"
3865-ZYKAD,Phone service with multiple lines,"Fiber optic with online security, online backup"
1422-DGUBX,Phone service with multiple lines,Fiber optic with tech support
2999-AANRQ,Phone service,"DSL with online security, online backup, tech support, streaming tv"
8668-KNZTI,Phone service,"DSL with online security, device protection"
0480-KYJVA,Phone service with multiple lines,None
6034-ZRYCV,None,"DSL with online backup, device protection, streaming tv, streaming movies"
9746-YKGXB,None,"DSL with online security, device protection, streaming movies"
3926-YZVVX,Phone service,DSL with tech support
6000-UKLWI,Phone service,None
2079-FBMZK,Phone service,Fiber optic
6332-FBZRI,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support"
2096-XOTMO,Phone service,None
3266-FTKHB,Phone service,None
8221-EQDGL,Phone service,"DSL with online security, online backup, device protection"
2346-LOCWC,Phone service,None
6608-QQLVK,Phone service,DSL with device protection
0298-XACET,None,"DSL with online backup, device protection, tech support, streaming tv"
7560-QJAVJ,Phone service,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
2995-YWTCD,Phone service with multiple lines,None
3551-HUAZH,Phone service with multiple lines,Fiber optic
9137-UIYPG,Phone service,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
2809-ZMYOQ,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
5084-OOVCJ,Phone service,"DSL with online security, tech support"
0254-WWRKD,Phone service,DSL with online backup
7727-SHVZV,Phone service,None
6302-JGYRJ,Phone service with multiple lines,"DSL with online backup, tech support, streaming tv, streaming movies"
5339-PXDVH,Phone service with multiple lines,"Fiber optic with online security, streaming tv"
2205-LPVGL,Phone service with multiple lines,"Fiber optic with online security, online backup, tech support"
8782-NUUOL,Phone service,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
3685-YLCMQ,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
7601-WFVZV,Phone service,None
4609-KNNWG,Phone service,None
4868-AADLV,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
9529-OFXHY,Phone service with multiple lines,"Fiber optic with online security, streaming tv"
8634-MPHTR,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
2669-QVCRG,Phone service with multiple lines,Fiber optic with online security
2478-EEWWM,None,"DSL with streaming tv, streaming movies"
9174-IHETN,Phone service,Fiber optic
2233-TXSIU,None,"DSL with online security, device protection, streaming tv"
9644-UMGQA,Phone service,DSL with online security
3256-EZDBI,None,DSL with online backup
8761-NSOBC,Phone service,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
0419-YAAPX,Phone service,"Fiber optic with online backup, streaming tv"
8413-VONUO,Phone service,"Fiber optic with online backup, streaming tv, streaming movies"
0872-CASZJ,Phone service with multiple lines,"DSL with online security, tech support, streaming movies"
4726-DLWQN,Phone service with multiple lines,"DSL with online security, online backup, streaming tv"
8164-OCKUJ,Phone service,None
3094-JOJAI,Phone service with multiple lines,Fiber optic
9494-MRNYX,Phone service with multiple lines,Fiber optic
2599-CZABP,Phone service,DSL
7945-PRBVF,Phone service,None
4544-RXFMG,Phone service,DSL
0859-YGKFW,Phone service,None
1150-FTQGN,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming tv"
9223-UCPVT,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
7196-LIWRH,Phone service,None
5448-VWNAM,Phone service with multiple lines,"DSL with online security, online backup, tech support, streaming tv"
1177-XZBJL,Phone service with multiple lines,"DSL with online security, online backup, tech support"
3518-FSTWG,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
9330-VOFSZ,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
4351-QLCSU,Phone service,DSL with streaming tv
0939-EREMR,Phone service,"DSL with device protection, tech support"
9389-ACWBI,Phone service,Fiber optic
5419-JPRRN,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
3644-QXEHN,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
2911-IJORQ,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
5921-NGYRH,Phone service,Fiber optic with online security
2100-BDNSN,Phone service with multiple lines,"DSL with device protection, tech support, streaming tv"
5998-DZLYR,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming movies"
0488-GSLFR,Phone service,Fiber optic
9318-NKNFC,Phone service,None
3985-HOYPM,Phone service,None
9728-FTTVZ,Phone service,Fiber optic
9548-LERKT,Phone service,None
6576-FBXOJ,None,"DSL with device protection, tech support, streaming tv, streaming movies"
4310-KEDTB,None,DSL with device protection
7254-IQWOZ,Phone service,Fiber optic
2474-BRUCM,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
4062-HBMOS,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
0742-NXBGR,Phone service,"Fiber optic with online backup, device protection"
2676-ISHSF,Phone service,None
9236-NDUCW,None,"DSL with online security, tech support"
4753-PADAS,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
6103-QCKFX,Phone service,"DSL with online security, tech support"
7781-EWARA,None,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
6110-OHIHY,Phone service,Fiber optic with streaming tv
7018-FPXHH,Phone service,"DSL with online security, online backup, device protection"
5889-LFOLL,Phone service with multiple lines,Fiber optic with streaming movies
5708-EVONK,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming movies"
8708-XPXHZ,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
0616-ATFGB,None,DSL
0572-ZJKLT,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming movies"
5135-RDDQL,Phone service,DSL with online security
1353-LJWEM,Phone service,"DSL with online backup, device protection, tech support"
1794-SWWKL,Phone service with multiple lines,"DSL with device protection, tech support"
6166-YIPFO,None,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7016-BPGEU,None,DSL
6876-ADESB,Phone service,DSL with device protection
9332-GYWLO,Phone service,DSL with streaming tv
1963-SVUCV,Phone service,DSL
4184-VODJZ,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
0220-EBGCE,Phone service,"Fiber optic with device protection, streaming movies"
1092-WPIVQ,Phone service with multiple lines,None
7233-IOQNP,None,"DSL with online security, tech support"
2834-JKOOW,None,"DSL with online security, online backup, device protection, tech support"
2754-VDLTR,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
2400-FEQME,Phone service,None
3190-XFANI,Phone service with multiple lines,"Fiber optic with tech support, streaming tv, streaming movies"
7551-DACSP,Phone service,"DSL with online backup, device protection"
4957-SREEC,Phone service,None
7235-NXZCP,Phone service with multiple lines,Fiber optic
0230-UBYPQ,None,"DSL with online security, tech support"
4923-ADWXJ,Phone service,"DSL with online backup, tech support, streaming movies"
1763-KUAAW,Phone service,None
1104-TNLZA,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
5195-KPUNQ,Phone service,"Fiber optic with online security, online backup, tech support, streaming movies"
0520-FDVVT,Phone service,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
3439-GVUSX,None,DSL
1444-VVSGW,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
5712-PTIWW,Phone service,"Fiber optic with device protection, tech support"
5949-HGVJL,Phone service,"DSL with online backup, tech support, streaming tv, streaming movies"
5203-XEHAX,Phone service,"DSL with online security, online backup, streaming movies"
1635-HDGFT,Phone service,None
3315-TOTBP,Phone service with multiple lines,Fiber optic
8050-XGRVL,Phone service,"DSL with online security, device protection"
6661-HBGWL,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
1518-VOWAV,Phone service,"DSL with online security, online backup, streaming tv, streaming movies"
9828-QHFBK,Phone service,DSL with online security
3908-MKIMJ,None,"DSL with online security, online backup, device protection"
5012-YSPJJ,Phone service,"DSL with device protection, tech support"
5909-ECHUI,Phone service,DSL with streaming movies
1309-BXVOQ,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
6728-VOIFY,Phone service,"Fiber optic with online backup, streaming tv, streaming movies"
9317-WZPGV,Phone service,Fiber optic with streaming movies
4891-NLUBA,None,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
2856-HYAPG,Phone service,Fiber optic
8969-PRHFK,Phone service,None
0661-KQHNK,Phone service,None
8709-KRDVL,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
