customerID,subscriptionDescription,contractDescription,TotalCharges
2043-WVTQJ,Is subscribed for 1 months at a monthly cost of 55.7,Month-to-month Mailed check,55.7
8034-RYTVV,Is subscribed for 55 months at a monthly cost of 84.25,One year Credit card (automatic) paperless billing,4589.85
3863-QSTYI,Is subscribed for 59 months at a monthly cost of 64.65,Month-to-month Electronic check paperless billing,3735.45
2619-WFQWU,Was subscribed for 1 months at a monthly cost of 70.15,Month-to-month Mailed check paperless billing,70.15
5044-LRQAQ,Is subscribed for 7 months at a monthly cost of 69.2,Month-to-month Bank transfer (automatic) paperless billing,477.55
1716-LSAMB,Is subscribed for 45 months at a monthly cost of 54.65,Two year Bank transfer (automatic),2553.7
1333-PBMXB,Is subscribed for 54 months at a monthly cost of 24.75,One year Bank transfer (automatic) paperless billing,1342.15
6546-OPBBH,Is subscribed for 51 months at a monthly cost of 23.95,One year Mailed check paperless billing,1216.35
5985-BEHZK,Is subscribed for 72 months at a monthly cost of 105.0,One year Credit card (automatic),7578.05
9127-QRZMH,Is subscribed for 44 months at a monthly cost of 59.85,One year Bank transfer (automatic) paperless billing,2603.95
5919-VCZYM,Is subscribed for 2 months at a monthly cost of 20.05,Month-to-month Mailed check,42.7
9644-KVCNC,Is subscribed for 66 months at a monthly cost of 92.15,One year Bank transfer (automatic) paperless billing,6056.9
2137-DQMEV,Is subscribed for 68 months at a monthly cost of 44.8,One year Mailed check,2983.65
8174-LNWMW,Is subscribed for 31 months at a monthly cost of 20.9,Two year Credit card (automatic),689.35
9279-CJEOJ,Is subscribed for 21 months at a monthly cost of 95.4,Month-to-month Bank transfer (automatic) paperless billing,2025.1
7964-VEXDG,Is subscribed for 21 months at a monthly cost of 80.35,Month-to-month Electronic check,1747.2
2404-JIBFC,Is subscribed for 55 months at a monthly cost of 85.1,Two year Bank transfer (automatic) paperless billing,4657.95
0778-NELLA,Was subscribed for 9 months at a monthly cost of 34.7,Month-to-month Credit card (automatic) paperless billing,296.1
8029-XYPWT,Is subscribed for 71 months at a monthly cost of 115.05,Two year Bank transfer (automatic) paperless billing,8016.6
4614-NUVZD,Was subscribed for 1 months at a monthly cost of 81.1,Month-to-month Electronic check paperless billing,81.1
4632-PAOYU,Is subscribed for 22 months at a monthly cost of 19.95,One year Mailed check,433.5
3803-KMQFW,Was subscribed for 1 months at a monthly cost of 20.55,Month-to-month Mailed check,20.55
6804-GDMOI,Was subscribed for 61 months at a monthly cost of 106.6,Two year Electronic check paperless billing,6428.4
2990-OGYTD,Is subscribed for 67 months at a monthly cost of 86.15,Two year Bank transfer (automatic),5883.85
6646-JPPHA,Is subscribed for 14 months at a monthly cost of 78.85,Month-to-month Electronic check,1043.8
9572-MTILT,Was subscribed for 59 months at a monthly cost of 106.75,Month-to-month Electronic check paperless billing,6252.9
7658-UYUQS,Is subscribed for 21 months at a monthly cost of 86.55,Month-to-month Bank transfer (automatic),1857.25
7880-XSOJX,Is subscribed for 4 months at a monthly cost of 42.4,Month-to-month Mailed check,146.4
9611-CTWIH,Was subscribed for 3 months at a monthly cost of 89.45,Month-to-month Electronic check paperless billing,240.45
4589-IUAJB,Is subscribed for 70 months at a monthly cost of 24.25,Two year Bank transfer (automatic),1724.15
0329-GTIAJ,Was subscribed for 3 months at a monthly cost of 97.9,Month-to-month Electronic check paperless billing,315.3
8746-BFOAJ,Is subscribed for 21 months at a monthly cost of 20.5,One year Bank transfer (automatic),429.55
8457-XIGKN,Is subscribed for 20 months at a monthly cost of 19.6,Month-to-month Credit card (automatic) paperless billing,356.15
6072-NUQCB,Is subscribed for 22 months at a monthly cost of 20.25,One year Bank transfer (automatic),488.25
6629-CZTTH,Was subscribed for 1 months at a monthly cost of 55.7,Month-to-month Mailed check paperless billing,55.7
8838-GPHZP,Is subscribed for 63 months at a monthly cost of 20.6,Two year Mailed check paperless billing,1298.7
8750-QWZAJ,Is subscribed for 70 months at a monthly cost of 19.8,Two year Bank transfer (automatic),1378.75
5364-EVNIB,Was subscribed for 13 months at a monthly cost of 79.8,Month-to-month Electronic check paperless billing,973.45
6918-UMQCG,Is subscribed for 5 months at a monthly cost of 80.2,Month-to-month Electronic check,384.25
0675-NCDYU,Is subscribed for 72 months at a monthly cost of 116.4,Two year Credit card (automatic) paperless billing,8543.25
6339-DKLMK,Is subscribed for 13 months at a monthly cost of 31.65,Month-to-month Electronic check paperless billing,389.95
1346-PJWTK,Is subscribed for 61 months at a monthly cost of 94.15,Month-to-month Credit card (automatic),5731.85
5088-QZLRL,Is subscribed for 1 months at a monthly cost of 20.65,Month-to-month Electronic check,20.65
8023-QHAIO,Is subscribed for 56 months at a monthly cost of 76.85,Month-to-month Bank transfer (automatic) paperless billing,4275.75
4397-FRLTA,Is subscribed for 4 months at a monthly cost of 20.15,Month-to-month Mailed check,84.5
3057-VJJQE,Is subscribed for 35 months at a monthly cost of 55.25,Two year Mailed check,1924.1
5087-SUURX,Was subscribed for 18 months at a monthly cost of 39.05,Month-to-month Electronic check paperless billing,669.85
2302-OUZXB,Is subscribed for 72 months at a monthly cost of 82.15,Two year Bank transfer (automatic),5784.3
8133-ANHHJ,Is subscribed for 49 months at a monthly cost of 103.0,One year Bank transfer (automatic),5166.2
2270-CHBFN,Is subscribed for 44 months at a monthly cost of 95.1,Month-to-month Credit card (automatic) paperless billing,4060.55
0013-EXCHZ,Was subscribed for 3 months at a monthly cost of 83.9,Month-to-month Mailed check paperless billing,267.4
5982-FPVQN,Is subscribed for 37 months at a monthly cost of 95.15,Month-to-month Electronic check paperless billing,3532.85
9107-UKCKY,Is subscribed for 61 months at a monthly cost of 79.8,One year Electronic check paperless billing,4914.8
4654-ULTTN,Is subscribed for 70 months at a monthly cost of 74.8,Two year Credit card (automatic) paperless billing,5315.8
5550-VFRLC,Was subscribed for 1 months at a monthly cost of 69.85,Month-to-month Electronic check paperless billing,69.85
5546-BYZSM,Is subscribed for 41 months at a monthly cost of 20.45,Month-to-month Electronic check,775.6
1492-KGETH,Is subscribed for 70 months at a monthly cost of 78.35,One year Bank transfer (automatic),5445.95
4929-BSTRX,Was subscribed for 1 months at a monthly cost of 53.55,Month-to-month Mailed check paperless billing,53.55
4163-HFTUK,Is subscribed for 51 months at a monthly cost of 19.1,One year Electronic check,1007.8
8215-NGSPE,Is subscribed for 42 months at a monthly cost of 20.0,Two year Mailed check,833.55
2225-ZRGSG,Was subscribed for 70 months at a monthly cost of 93.9,Two year Bank transfer (automatic),6579.05
8859-YSTWS,Is subscribed for 48 months at a monthly cost of 19.95,One year Bank transfer (automatic),1004.5
5271-YNWVR,Was subscribed for 68 months at a monthly cost of 113.15,Two year Electronic check paperless billing,7856
7601-DHFWZ,Is subscribed for 48 months at a monthly cost of 24.0,Two year Credit card (automatic),1183.05
2657-ALMWY,Was subscribed for 26 months at a monthly cost of 84.95,Month-to-month Electronic check,2169.75
6330-JKLPC,Was subscribed for 11 months at a monthly cost of 80.5,Month-to-month Bank transfer (automatic) paperless billing,896.9
4667-OHGKG,Was subscribed for 1 months at a monthly cost of 19.3,Month-to-month Mailed check paperless billing,19.3
1998-VHJHK,Is subscribed for 27 months at a monthly cost of 19.15,One year Mailed check,501.35
1707-HABPF,Is subscribed for 46 months at a monthly cost of 91.3,One year Bank transfer (automatic) paperless billing,4126.35
1660-HSOOQ,Was subscribed for 1 months at a monthly cost of 49.65,Month-to-month Mailed check paperless billing,49.65
7253-UVNDW,Was subscribed for 46 months at a monthly cost of 54.35,Two year Credit card (automatic),2460.15
0487-VVUVK,Is subscribed for 25 months at a monthly cost of 19.15,Month-to-month Mailed check paperless billing,477.6
7228-OMTPN,Was subscribed for 4 months at a monthly cost of 88.45,Month-to-month Electronic check paperless billing,370.65
5063-IUOKK,Is subscribed for 13 months at a monthly cost of 19.75,Two year Mailed check,265.75
4508-OEBEY,Is subscribed for 31 months at a monthly cost of 75.5,One year Credit card (automatic) paperless billing,2424.45
0027-KWYKW,Is subscribed for 23 months at a monthly cost of 83.75,Month-to-month Electronic check paperless billing,1849.95
2308-STERM,Is subscribed for 2 months at a monthly cost of 19.4,Month-to-month Mailed check,61.05
5982-XMDEX,Is subscribed for 65 months at a monthly cost of 26.5,Two year Bank transfer (automatic),1698.55
6284-AHOOQ,Was subscribed for 22 months at a monthly cost of 90.5,Month-to-month Bank transfer (automatic) paperless billing,1910.6
6051-PTVNS,Is subscribed for 55 months at a monthly cost of 19.15,One year Credit card (automatic),998.1
2344-JMOGN,Was subscribed for 9 months at a monthly cost of 94.85,Month-to-month Mailed check paperless billing,890.6
3799-ISUZQ,Was subscribed for 7 months at a monthly cost of 69.95,Month-to-month Bank transfer (automatic) paperless billing,529.5
2877-VDUER,Is subscribed for 35 months at a monthly cost of 40.9,One year Mailed check,1383.6
9152-AMKAK,Is subscribed for 6 months at a monthly cost of 80.25,Two year Mailed check paperless billing,493.4
1794-HBQTJ,Was subscribed for 1 months at a monthly cost of 48.6,Month-to-month Credit card (automatic) paperless billing,48.6
9432-VOFYX,Is subscribed for 17 months at a monthly cost of 70.8,Month-to-month Electronic check paperless billing,1207
8049-WJCLQ,Is subscribed for 10 months at a monthly cost of 60.2,Month-to-month Mailed check,563.5
6586-PSJOX,Is subscribed for 15 months at a monthly cost of 55.2,One year Credit card (automatic),864.55
2460-FPSYH,Was subscribed for 40 months at a monthly cost of 55.8,Month-to-month Electronic check paperless billing,2109.35
9705-ZJBCG,Is subscribed for 13 months at a monthly cost of 54.15,One year Bank transfer (automatic),701.05
4818-DRBQT,Was subscribed for 29 months at a monthly cost of 80.15,Month-to-month Bank transfer (automatic) paperless billing,2265.25
1320-HTRDR,Was subscribed for 3 months at a monthly cost of 75.5,Month-to-month Electronic check paperless billing,220.6
6847-KJLTS,Is subscribed for 58 months at a monthly cost of 100.4,Month-to-month Bank transfer (automatic) paperless billing,5749.8
9670-BPNXF,Is subscribed for 45 months at a monthly cost of 62.55,One year Credit card (automatic) paperless billing,2796.45
3913-FCUUW,Is subscribed for 72 months at a monthly cost of 70.45,Two year Bank transfer (automatic) paperless billing,5165.7
3301-VKTGC,Is subscribed for 68 months at a monthly cost of 85.5,One year Bank transfer (automatic) paperless billing,5696.6
1493-AMTIE,Was subscribed for 1 months at a monthly cost of 20.2,Month-to-month Bank transfer (automatic) paperless billing,20.2
9555-SAHUZ,Is subscribed for 38 months at a monthly cost of 54.5,Month-to-month Electronic check,2076.05
0816-TSPHQ,Is subscribed for 2 months at a monthly cost of 20.75,Month-to-month Mailed check,44.2
9932-WBWIK,Is subscribed for 11 months at a monthly cost of 20.35,Month-to-month Mailed check,215.25
4619-EVPHY,Is subscribed for 20 months at a monthly cost of 91.0,One year Bank transfer (automatic) paperless billing,1859.5
5286-YHCVC,Is subscribed for 72 months at a monthly cost of 104.8,Two year Bank transfer (automatic) paperless billing,7470.1
6424-ELEYH,Was subscribed for 3 months at a monthly cost of 74.75,Month-to-month Credit card (automatic) paperless billing,229.5
4391-RESHN,Was subscribed for 23 months at a monthly cost of 104.05,Month-to-month Mailed check paperless billing,2470.1
9115-YQHGA,Is subscribed for 40 months at a monthly cost of 51.1,Month-to-month Electronic check paperless billing,2092.9
4462-CYWMH,Is subscribed for 62 months at a monthly cost of 89.8,Month-to-month Bank transfer (automatic) paperless billing,5629.55
8963-MQVYN,Is subscribed for 22 months at a monthly cost of 20.55,Month-to-month Electronic check paperless billing,469.85
2458-EOMRE,Is subscribed for 11 months at a monthly cost of 64.05,Month-to-month Bank transfer (automatic),733.95
9334-GWGOW,Is subscribed for 7 months at a monthly cost of 74.85,Month-to-month Electronic check paperless billing,485.25
6821-BUXUX,Was subscribed for 13 months at a monthly cost of 96.65,Month-to-month Electronic check paperless billing,1244.5
5028-HTLJB,Was subscribed for 1 months at a monthly cost of 20.05,Month-to-month Mailed check,20.05
9801-GDWGV,Was subscribed for 39 months at a monthly cost of 103.45,Month-to-month Electronic check paperless billing,3994.45
6542-LWGXJ,Is subscribed for 3 months at a monthly cost of 25.0,Month-to-month Mailed check,78.25
5567-GZKQY,Is subscribed for 58 months at a monthly cost of 20.3,Two year Credit card (automatic),1131.5
1222-LRYKO,Is subscribed for 6 months at a monthly cost of 26.35,Month-to-month Mailed check,184.05
2320-JRSDE,Was subscribed for 1 months at a monthly cost of 19.9,Month-to-month Electronic check paperless billing,19.9
2087-QAREY,Is subscribed for 22 months at a monthly cost of 54.7,Month-to-month Mailed check paperless billing,1178.75
0601-WZHJF,Was subscribed for 14 months at a monthly cost of 46.35,Month-to-month Electronic check,667.7
4423-JWZJN,Is subscribed for 64 months at a monthly cost of 90.25,One year Credit card (automatic),5629.15
5143-WMWOG,Was subscribed for 1 months at a monthly cost of 19.95,Month-to-month Electronic check,19.95
6490-FGZAT,Is subscribed for 6 months at a monthly cost of 20.65,Month-to-month Mailed check,109.3
5393-RXQSZ,Was subscribed for 1 months at a monthly cost of 79.6,Month-to-month Electronic check,79.6
7452-FOLON,Is subscribed for 39 months at a monthly cost of 25.45,One year Bank transfer (automatic),958.45
2320-TZRRH,Is subscribed for 20 months at a monthly cost of 19.5,One year Mailed check,403.15
0231-LXVAP,Was subscribed for 1 months at a monthly cost of 75.9,Month-to-month Electronic check paperless billing,75.9
9444-JTXHZ,Was subscribed for 1 months at a monthly cost of 76.2,Month-to-month Electronic check,76.2
4942-VZZOM,Is subscribed for 64 months at a monthly cost of 66.15,One year Credit card (automatic) paperless billing,4392.5
5510-BOIUJ,Was subscribed for 1 months at a monthly cost of 19.25,Month-to-month Mailed check,19.25
7502-BNYGS,Is subscribed for 46 months at a monthly cost of 69.1,Month-to-month Credit card (automatic) paperless billing,3168
