customerID,customerDescription
0702-PGIBZ,Male with dependents
6656-GULJQ,Male with partner and dependents
9853-JFZDU,Female with partner
1963-VAUKV,Female
3777-XROBG,Female with partner and dependents
6994-FGRHH,Male with partner and dependents
4000-VGMQP,Male with partner and dependents
3999-WRNGR,Female with partner and dependents
3466-RITXD,Male
2680-XKKNJ,Female
3058-HJCUY,Male with partner and dependents
2974-GGUXS,Female senior with partner
7994-XIRTR,Male senior
3259-FDWOY,Male with partner and dependents
2101-RANCD,Female
7921-BEPCI,Female
0807-ZABDG,Female with dependents
8510-TMWYB,Female with partner and dependents
3258-ZKPAI,Male with partner and dependents
1428-IEDPR,Male
5298-GSTLM,Female senior
4450-YOOHP,Female
6728-CZFEI,Female
5748-RNCJT,Male
3653-NCRDJ,Male with partner and dependents
6121-TNHBO,Female senior
5119-NZPTV,Male senior with partner
6519-ZHPXP,Female with partner and dependents
7739-LAXOG,Female with partner and dependents
3472-QPRCH,Male with partner and dependents
8224-UAXBZ,Female with partner
9610-WCESF,Male
9776-CLUJA,Female senior with partner
2486-WYVVE,Male with partner
3865-ZYKAD,Male senior with partner
1422-DGUBX,Male with partner
2999-AANRQ,Female
8668-KNZTI,Male
0480-KYJVA,Female with partner and dependents
6034-ZRYCV,Female with partner
9746-YKGXB,Male with partner and dependents
3926-YZVVX,Female
6000-UKLWI,Male
2079-FBMZK,Female
6332-FBZRI,Male with partner and dependents
2096-XOTMO,Female with partner and dependents
3266-FTKHB,Male
8221-EQDGL,Male with partner
2346-LOCWC,Female with partner and dependents
6608-QQLVK,Male
0298-XACET,Male with partner and dependents
7560-QJAVJ,Female
2995-YWTCD,Female with partner and dependents
3551-HUAZH,Male senior
9137-UIYPG,Female with partner and dependents
2809-ZMYOQ,Female
5084-OOVCJ,Female with partner and dependents
0254-WWRKD,Female with partner and dependents
7727-SHVZV,Female
6302-JGYRJ,Male with dependents
5339-PXDVH,Male
2205-LPVGL,Male senior with partner and dependents
8782-NUUOL,Male
3685-YLCMQ,Male
7601-WFVZV,Male
4609-KNNWG,Female with partner and dependents
4868-AADLV,Male senior with partner and dependents
9529-OFXHY,Male
8634-MPHTR,Male senior with partner
2669-QVCRG,Female
2478-EEWWM,Male with partner
9174-IHETN,Female with dependents
2233-TXSIU,Male with partner and dependents
9644-UMGQA,Male with partner and dependents
3256-EZDBI,Male senior with partner
8761-NSOBC,Male
0419-YAAPX,Male with partner
8413-VONUO,Male
0872-CASZJ,Male with partner
4726-DLWQN,Male senior
8164-OCKUJ,Female with partner and dependents
3094-JOJAI,Male
9494-MRNYX,Male
2599-CZABP,Male with partner
7945-PRBVF,Male
4544-RXFMG,Male with partner and dependents
0859-YGKFW,Male with partner and dependents
1150-FTQGN,Female with partner and dependents
9223-UCPVT,Female
7196-LIWRH,Female
5448-VWNAM,Female with dependents
1177-XZBJL,Male with partner and dependents
3518-FSTWG,Male senior with partner
9330-VOFSZ,Female with partner
4351-QLCSU,Female
0939-EREMR,Female with dependents
9389-ACWBI,Female with partner and dependents
5419-JPRRN,Male
3644-QXEHN,Male with partner and dependents
2911-IJORQ,Male
5921-NGYRH,Male with partner
2100-BDNSN,Female with partner
5998-DZLYR,Female with partner
0488-GSLFR,Female
9318-NKNFC,Male
3985-HOYPM,Male
9728-FTTVZ,Female
9548-LERKT,Male with partner
6576-FBXOJ,Male with partner
4310-KEDTB,Female with dependents
7254-IQWOZ,Male
2474-BRUCM,Male senior with partner
4062-HBMOS,Male
0742-NXBGR,Female
2676-ISHSF,Male
9236-NDUCW,Female
4753-PADAS,Female with partner
6103-QCKFX,Female with partner and dependents
7781-EWARA,Male with partner and dependents
6110-OHIHY,Male
7018-FPXHH,Male with partner and dependents
5889-LFOLL,Female
5708-EVONK,Female with partner and dependents
8708-XPXHZ,Female with partner and dependents
0616-ATFGB,Male senior with partner
0572-ZJKLT,Female with partner and dependents
5135-RDDQL,Female with partner and dependents
1353-LJWEM,Male
1794-SWWKL,Male with partner and dependents
6166-YIPFO,Male with partner
7016-BPGEU,Female
6876-ADESB,Male with dependents
9332-GYWLO,Female with partner and dependents
1963-SVUCV,Male
4184-VODJZ,Male with partner and dependents
0220-EBGCE,Male
1092-WPIVQ,Female with partner and dependents
7233-IOQNP,Female with partner
2834-JKOOW,Female
2754-VDLTR,Male with dependents
2400-FEQME,Male with partner and dependents
3190-XFANI,Male with dependents
7551-DACSP,Male with partner and dependents
4957-SREEC,Male with partner and dependents
7235-NXZCP,Male senior
0230-UBYPQ,Male senior with partner
4923-ADWXJ,Female
1763-KUAAW,Female senior
1104-TNLZA,Male senior with partner
5195-KPUNQ,Female senior
0520-FDVVT,Male
3439-GVUSX,Male
1444-VVSGW,Male with partner
5712-PTIWW,Male
5949-HGVJL,Female with partner
5203-XEHAX,Female
1635-HDGFT,Female with dependents
3315-TOTBP,Male
8050-XGRVL,Female with partner and dependents
6661-HBGWL,Female senior
1518-VOWAV,Female
9828-QHFBK,Male
3908-MKIMJ,Male senior with partner
5012-YSPJJ,Male with partner and dependents
5909-ECHUI,Female
1309-BXVOQ,Male with partner
6728-VOIFY,Female with partner
9317-WZPGV,Female senior
4891-NLUBA,Female with partner and dependents
2856-HYAPG,Female
8969-PRHFK,Male
0661-KQHNK,Female with partner and dependents
8709-KRDVL,Female
4488-PSYCG,Male
1427-VERSM,Female with partner
9801-NOSHQ,Male with dependents
6339-YPSAH,Male
3621-CEOVK,Female senior with partner
6906-ANDWJ,Male with partner and dependents
2159-TURXX,Male
1548-FEHVL,Male with partner
3795-CAWEX,Male with partner and dependents
6215-NQCPY,Male
5647-URDKA,Male with partner and dependents
2229-DPMBI,Female with partner and dependents
9626-WEQRM,Female
2188-SXWVT,Female
6258-PVZWJ,Male with partner
1094-BKOSX,Female with partner and dependents
6969-MVBAI,Female senior
2978-XXSOG,Female
2342-CKIAO,Female
6953-PBDIN,Male with partner
3898-BSJYF,Female with dependents
3938-YFPXD,Male
7696-AMHOD,Female with partner and dependents
2453-SAFNS,Female senior
9558-IHEZX,Female
9617-UDPEU,Female
6340-DACFT,Female with partner and dependents
4955-VCWBI,Female with partner and dependents
6813-GZQCG,Female with partner and dependents
7426-GSWPO,Male senior
3389-KTRXV,Female with partner and dependents
3118-UHVVQ,Female with partner
1031-IIDEO,Female
5832-XKAES,Male
3205-MXZRA,Male
4701-AHWMW,Male with partner
8317-BVKSO,Male
5702-KVQRD,Male with partner
0083-PIVIK,Male
9210-IAHGH,Female
6169-PGNCD,Female
0023-XUOPT,Female with partner
4592-IWTJI,Female with partner and dependents
4909-JOUPP,Male senior with partner
4657-FWVFY,Female with partner and dependents
2257-BOVXD,Male with partner
7729-JTEEC,Male with partner and dependents
7632-MNYOY,Male senior
6518-LGAOV,Female with partner
7242-QZLXF,Male with dependents
4576-CSAJH,Male
1000-AJSLD,Male
9696-RMYBA,Male
8690-UPCZI,Male with partner and dependents
1062-LHZOD,Male with partner and dependents
9770-LXDBK,Female
4086-WITJG,Male with partner and dependents
8344-WFMFH,Male with dependents
9600-NAXZN,Male
8822-KNBHV,Female
8404-FYDIB,Male
2791-SFVEW,Female
6457-USBER,Male
6762-NSODU,Female with partner and dependents
4662-EKDPQ,Male
9248-OJYKK,Male senior
9888-ZCUMM,Male with partner and dependents
3398-FSHON,Female senior
3319-DWOEP,Male senior with partner
1074-WVEVG,Female with partner
9979-RGMZT,Female
6437-UDQJM,Female senior with partner
1226-IENZN,Male senior
2108-GLPQB,Male with partner
9259-PACGQ,Female with partner
4415-IJZTP,Female
1465-VINDH,Female with partner and dependents
5474-LAMUQ,Male with partner
3468-DRVQJ,Female with partner and dependents
1122-YJBCS,Male with partner
4990-ALDGW,Male
4816-OKWNX,Male with partner and dependents
3315-IKYZQ,Male with partner and dependents
2810-FTLEM,Female
4747-LCAQL,Male
3411-WLRSQ,Female senior with partner
0898-XCGTF,Male with partner
8006-PYCSW,Female
8249-THVEC,Male with partner and dependents
8722-PRFDV,Female with partner and dependents
2164-SOQXL,Female with partner and dependents
4020-KIUDI,Male with partner and dependents
5850-BDWCY,Female
2038-YSEZE,Female
0827-ITJPH,Male
8799-OXZMD,Female
1925-TIBLE,Female with partner
1705-GUHPV,Female
4779-ZGICK,Male with partner and dependents
0048-PIHNL,Female with partner
0818-OCPZO,Male senior
3967-KXAPS,Male with partner
1447-GIQMR,Male with partner
3704-IEAXF,Female with partner and dependents
6810-VCAEX,Female
0674-EYYZV,Female
4480-MBMLB,Female
1395-OFUWC,Male with partner and dependents
0822-QGCXA,Female senior with partner
0872-NXJYS,Female
2832-KJCRD,Female
3588-WSTTJ,Female senior
4075-WKNIU,Female with partner and dependents
5090-EMGTC,Female with partner
2346-CZYIL,Male
3798-EPWRR,Female senior
6258-NGCNG,Male
4186-ZBUEW,Female
5274-XHAKY,Female with partner and dependents
1442-BQPVU,Female
3978-YNKDD,Male with dependents
4940-KHCWD,Female with partner
9412-ARGBX,Female with dependents
1389-CXMLU,Male senior
9589-ABEPT,Male with partner
9388-ZEYVT,Male
0305-SQECB,Female with dependents
7605-SNLQG,Female with partner
4670-TABXH,Male with partner
5561-NWEVX,Female senior with partner
0064-SUDOG,Female with partner and dependents
8561-NMTBD,Female with partner and dependents
5161-XEUVX,Male with partner
8292-FRFZQ,Female
8591-NXRCV,Female
7895-VONWT,Female
4526-RMTLL,Male with partner and dependents
6253-GNHWH,Female with partner and dependents
4566-NECEV,Male
8080-POTJR,Female
6906-MPARY,Male
3662-FXJFO,Female
8107-RZLNV,Male with partner
0516-OOHAR,Male with partner and dependents
2027-CWDNU,Male with partner and dependents
2737-WFVYW,Female
9912-OMZDS,Female with partner and dependents
3733-ZEECP,Male with partner and dependents
7878-RTCZG,Female
2452-MRMZF,Female senior with partner
2272-QAGFO,Female senior
7103-IPXPJ,Male with partner
4342-HFXWS,Female with partner and dependents
3545-CNWRG,Female with partner and dependents
1785-BPHTP,Male with partner and dependents
4989-LIXVT,Male senior
7315-WYOAW,Male
1173-XZPYF,Female
9850-OWRHQ,Female with partner
3768-NLUBH,Male senior with partner
8676-TRMJS,Male
2509-TFPJU,Male with partner
9530-GRMJG,Male with partner and dependents
6898-RBTLU,Female with partner and dependents
5481-NTDOH,Female senior with partner
2068-WWXQZ,Male
7359-SSBJK,Female senior
2061-VVFST,Female with partner
0685-MLYYM,Female senior
0749-IRGQE,Female senior with partner
2380-DAMQP,Female with partner
2256-YLYLP,Male with partner and dependents
1272-ILHFG,Male with partner and dependents
0164-XAIRP,Female
5666-CYCYZ,Female
4011-ARPHK,Male
8182-PNAGI,Male
6365-HITVU,Female with partner and dependents
7558-IMLMT,Male with partner and dependents
9488-FYQAU,Female with partner
3590-TCXTB,Male
6994-KERXL,Male
7957-RYHQD,Female senior
2180-DXNEG,Female
1960-UOTYM,Male with partner and dependents
2740-JFBOK,Male
6500-JVEGC,Male
5515-AKOAJ,Female
8976-OQHGT,Female with partner and dependents
5245-VDBUR,Female with partner
6230-BSUXY,Female senior
8469-SNFFH,Male with partner
2144-ESWKO,Male
1241-FPMOF,Male
9928-BZVLZ,Female
4114-QMKVN,Female with partner and dependents
2775-SEFEE,Male with dependents
9003-CPATH,Male
1754-GKYPY,Male senior with partner
5294-CDGWY,Male with partner and dependents
7956-XQWGU,Male
1591-MQJTP,Male senior with partner
5295-PCJOO,Male with dependents
2369-FEVNO,Male
9863-JZAIC,Male
7471-MQPOS,Male senior with partner and dependents
7660-HDPJV,Female
5115-SQAAU,Female with partner and dependents
9845-QOMAD,Male with partner and dependents
7672-VFMXZ,Male with partner
9739-JLPQJ,Female with partner and dependents
9916-AYHTC,Male
3855-ONCAR,Female with partner and dependents
1488-SYSFC,Male with partner and dependents
7931-PXHFC,Male
3990-QYKBE,Male senior with partner
0970-QXPXW,Female
3259-KNMRR,Male senior
6120-RJKLU,Female senior with partner
9572-WUKSB,Male with partner
5893-KCLGT,Female with dependents
0076-LVEPS,Male with dependents
3640-JQGJG,Male with partner and dependents
4919-MOAVT,Male with dependents
1596-OQSPS,Female
9867-XOBQA,Female with dependents
9546-KDTRB,Female
3090-HAWSU,Male
9820-RMCQV,Female
3174-RKMOW,Male with partner and dependents
1760-CAZHT,Male with dependents
7839-QRKXN,Female
8441-SHIPE,Female
5204-QZXPU,Male
4597-ELFTS,Male
1320-GVNHT,Male with partner and dependents
1047-RNXZV,Male
3541-ZNUHK,Female with partner and dependents
8450-JOVAH,Male with partner and dependents
8725-JEDFD,Male
7562-UXTPG,Female
8071-SBTRN,Female
1113-IUJYX,Female with partner
6668-CNMFP,Female with partner and dependents
5626-MGTUK,Female
5681-LLOEI,Male with partner and dependents
8212-DJRCH,Male with partner and dependents
4323-OHFOW,Female senior with partner
4933-BSAIP,Female with partner
2030-BTZRO,Male with partner and dependents
1116-DXXDF,Male
9274-CNFMO,Male senior with partner
7758-XKCBS,Male
8992-JQYUN,Male with partner
6563-VNPMN,Female senior
0617-AQNWT,Female with partner
2267-WTPYD,Female senior with partner
0270-THENM,Male with partner and dependents
2446-PLQVO,Male
4707-MAXGU,Male with partner
2710-WYVXG,Female
3005-NFMTA,Male senior
6300-BWMJX,Female with partner
8784-CGILN,Female
5389-FFVKB,Male senior with partner
7009-LGECI,Female
8444-WRIDW,Female senior
5022-KVDQT,Male
7976-CICYS,Male
1036-GUDCL,Male with partner and dependents
2005-DWQZJ,Female with partner and dependents
8148-WOCMK,Male with partner and dependents
7815-PDTHL,Male
9451-LPGOO,Male
9173-IVZVP,Female with partner and dependents
9129-UXERG,Female senior
3635-JBPSG,Female
7964-ZRKKG,Male with partner
5868-YWPDW,Male senior with partner
6229-LSCKB,Male senior
2025-JKFWI,Male
4078-SAYYN,Female
1724-IQWNM,Male with dependents
8217-QYOHV,Male
5546-QUERU,Male
9940-HPQPG,Female with partner
6897-UUBNU,Male
6127-IYJOZ,Male senior
6618-RYATB,Female
8930-XOTDP,Female with partner and dependents
5916-QEWPT,Female with partner
5060-TQUQN,Male with partner and dependents
0531-XBKMM,Male with dependents
8465-SBRXP,Male with partner and dependents
2408-PSJVE,Male with partner and dependents
9079-YEXQJ,Female
9700-ZCLOT,Male
8738-JOKAR,Female
4534-WGCIR,Female with partner and dependents
1930-WNXSB,Male with partner and dependents
2685-SREOM,Female with partner and dependents
3508-CFVZL,Female
0402-CQAJN,Female
6692-UDPJC,Female with partner and dependents
1273-MTETI,Female senior
0657-DOGUM,Female with partner
5480-HPRRX,Female senior
8792-AOROI,Female with partner
0295-PPHDO,Male
5146-YYFRZ,Male
1195-OIYEJ,Male
5906-CVLHP,Female with partner and dependents
3452-SRFEG,Male
4070-OKWVH,Female with partner
5297-MDOIR,Female with partner
6369-MCAKO,Female with partner and dependents
4926-UMJZD,Female with partner
6848-HJTXY,Female with partner
6341-AEVKX,Female with partner
4501-EQDRN,Female
2990-HWIML,Female
0682-USIXD,Female with partner
6976-BWGLQ,Female with partner and dependents
7078-NVFAM,Female with partner and dependents
8065-QBYTO,Female senior
2133-TSRRM,Female with dependents
7384-GHBPI,Male with partner
7603-USHJS,Male with dependents
7234-FECYN,Female senior
2511-ALLCS,Female with partner and dependents
3191-CSNMG,Female with partner and dependents
7952-OBOYL,Male
7470-DYNOE,Male
7853-OETYL,Female with partner
1545-ACTAS,Female with partner and dependents
5876-HZVZM,Female with partner and dependents
1400-MMYXY,Male senior with partner
5126-RCXYW,Male with partner and dependents
3085-QUOZK,Female
2363-BJLSL,Male
1956-YIFGE,Male with partner and dependents
3926-CUQZX,Male
7921-LMDFQ,Male senior
2925-MXLSX,Female
5820-PTRYM,Female senior with partner
9609-BENEA,Male with partner
6211-WHMYA,Female senior
4459-BBGHE,Male with dependents
9945-PSVIP,Female with partner and dependents
1041-RXHRA,Female
1750-CSKKM,Male with dependents
9108-EJFJP,Female with partner
0530-IJVDB,Male with dependents
0508-SQWPL,Female with partner and dependents
2215-ZAFGX,Male
8213-TAZPM,Female with partner and dependents
7142-HVGBG,Male senior with partner
1304-SEGFY,Female with partner
7242-EDTYC,Male with dependents
2904-GGUAZ,Female with partner
8267-ZNYVZ,Female with partner
5136-GFPMB,Male
2595-KIWPV,Male with dependents
5243-SAOTC,Male
9398-MMQTO,Male
7619-PLRLP,Female with partner
6457-GIRWB,Male
6508-NJYRO,Male with partner
1450-SKCVI,Female
4710-NKCAW,Male with partner and dependents
5306-BVTKJ,Male with partner and dependents
0357-NVCRI,Female with dependents
5570-PTWEH,Female with partner
2371-KFUOG,Male
0463-ZSDNT,Male
6502-MJQAE,Male
6257-DTAYD,Male with partner
4616-ULAOA,Female with partner and dependents
7693-LCKZL,Male with partner and dependents
7746-AWNQW,Female
5996-EBTKM,Female with partner and dependents
2758-RNWXS,Male
2314-TNDJQ,Female with partner and dependents
2405-LBMUW,Female with partner and dependents
3454-JFUBC,Male senior
0032-PGELS,Female with partner and dependents
9039-ZVJDC,Male
6797-LNAQX,Male with partner and dependents
9013-AQORL,Female with dependents
2898-MRKPI,Male with partner and dependents
2750-BJLSB,Female
3648-GZPHF,Male with partner and dependents
2075-RMJIK,Female with partner and dependents
9588-YRFHY,Male
6394-MFYNG,Female
1564-NTYXF,Female senior
9364-YKUVW,Male
5392-AKEMH,Female
2451-YMUXS,Male senior
3914-FDRHP,Male
3078-ZKNTS,Female with partner and dependents
1024-KPRBB,Female
4690-PKDQG,Female senior with partner
8155-IBNHG,Female with partner
0886-QGENL,Female senior with partner
9547-ITEFG,Male with partner and dependents
1264-FUHCX,Female with partner
7789-CRUVC,Female senior with partner
6598-KELSS,Male with dependents
8739-WWKDU,Male senior
8685-WHQPW,Female senior
4745-LSPLO,Male
8083-YTZES,Male
7240-FQLHE,Female senior with partner
6664-FPDAC,Female senior
9972-VAFJJ,Female senior with partner
0422-UXFAP,Female with partner
1904-WAJAA,Female with partner and dependents
5130-YPIRV,Female with partner
2843-CQMEG,Male
6439-PKTRR,Female with partner and dependents
5351-QESIO,Male with dependents
0786-VSSUD,Male senior
5568-DMXZS,Female
8468-FZTOE,Female with partner and dependents
6633-SYEUS,Female
6447-GORXK,Male with dependents
6967-PEJLL,Male with partner and dependents
3976-BWUCK,Female with partner
5981-ZVXOT,Female senior
1684-FLBGS,Female with partner and dependents
1389-WNUIB,Female with partner and dependents
0376-OIWME,Male with partner
3585-ISXZP,Female
0218-QNVAS,Male with partner and dependents
6583-QGCSI,Female senior with partner
0804-YGEQV,Female with partner and dependents
